No,label,large classification,small classification,//purl.obolibrary.org/obo/results_in_division_of,住所,電話,Fax,lat,long,休日,available time,the closure,the nursing,diaper substitute,attention,駐車場,URL
130,認定こども園 日吉幼稚園　ひよしおひさま保育園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市日吉台六番町１０－２,072-688-6500,,34.868933,135.624804,月～土（休園日は除く）,授乳・おむつ替えは9:00～17:00,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
131,平安女学院大学附属幼稚園,子育て支援施設,赤ちゃんの駅,幼稚園,高槻市南平台五丁目８１－１,072-696-4901,,34.867348,135.585569,月～金（休園日は除く）,授乳・おむつ替えは9:00～16:30,,あり,あり,授乳・おむつ替えは職員に声をおかけください。行事等により、利用できない場合があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
132,アル・プラザ高槻（３階）,子育て支援施設,赤ちゃんの駅,民間施設,高槻市芥川町一丁目２－Ｃ－２０１,072-684-9100,,34.852116,135.616052,月～日　年中無休,10:00～22:00,,あり,あり,調乳用のお湯は、係員に声をおかけください。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
133,ＮＰＯ法人ＳＥＡＮ　ＫＩＤＳステーション,子育て支援施設,赤ちゃんの駅,民間施設,高槻市城北町一丁目１－１４　太田第二ビル３階,072-669-7411,,34.848781,135.621275,月～金（祝日・年末年始・お盆を除く）,10:00～17:00,,あり,あり,授乳・おむつ替えは、施設に声をおかけください。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
134,株式会社そごう・西武　西武高槻店（５階）,子育て支援施設,赤ちゃんの駅,民間施設,高槻市白梅町４－１,072-683-0111,,34.853832,135.618332,月～日,10:00～20:00,,あり,あり,,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
135,イオン高槻店（３階）,子育て支援施設,赤ちゃんの駅,民間施設,高槻市萩之庄三丁目４７－２,072-669-5551,,34.859093,135.644132,月～日　年中無休,9:00～22:00,,あり,あり,調乳用のお湯は、係員に声をおかけください。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
136,でしまる接骨院,子育て支援施設,赤ちゃんの駅,民間施設,高槻市上田辺町６－２０－１０２,072-684-7688,,34.849657,135.616806,月～土（日・祝休み）,9:00～13:00・16:00～19:30　土は9:00～14:00,,あり,あり,授乳・おむつ替えは、施設に声をおかけください。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
137,松坂屋高槻店（３階）,子育て支援施設,赤ちゃんの駅,民間施設,高槻市紺屋町２－１,072-682-1111,,34.850533,135.618484,月～日（1/1休み）,10:00～18:00,,あり,あり,調乳用のお湯は、係員に声をおかけください。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
138,総合保険事務所株式会社,子育て支援施設,赤ちゃんの駅,民間施設,高槻市芥川町二丁目８－１７,072-686-1515,,34.852373,135.614617,月～土,10:00～18:00,日曜日・祝日,あり,あり,授乳・おむつ替えは、施設に声をおかけください。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
139,（株）池田泉州銀行　高槻支店,子育て支援施設,赤ちゃんの駅,民間施設,高槻市城北町二丁目８－４,072-672-6500,,34.850252,135.626031,月～金（祝日・年末年始等銀行休業日を除く）,9：00～15：00,土曜日・日曜日,あり,あり,授乳・おむつ替えは、店舗窓口に声をおかけください。授乳室の提供場所は応接室となり、商談等で使用中の場合は止むを得ずお断りする事があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
140,（株）池田泉州銀行　富田支店,子育て支援施設,赤ちゃんの駅,民間施設,高槻市大畑町５－２,072-696-3933,,34.838129,135.592275,月～金（祝日・年末年始等銀行休業日を除く）,9：00～15：00,土曜日・日曜日,あり,あり,授乳・おむつ替えは、店舗窓口に声をおかけください。おむつ替え室、授乳室の提供場所は応接室となり、商談等で使用中の場合は止むを得ずお断りする事があります。,,http://www.city.takatsuki.osaka.jp/kakuka/kodomo/kosodat/gyomuannai/akachan_eki/akachaneki_ichiran.html
